GTFS Stop ID,Station ID,station_complex_id,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,is_cbd,total_from_all,total_to_all,total_from_to_cbd,total_to_from_cbd
M08,112,630,BMT,Myrtle Av,Myrtle-Wyckoff Avs,Bk,FALSE,M,Elevated,Inbound,Middle Village,1,1,1,NA,POINT (-73.912385 40.69943),FALSE,3008548.228,2801320.6572000002,1376705.9632,1273891.673
124,314,314,IRT,Broadway - 7Av,66 St-Lincoln Center,M,FALSE,1,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.982209 40.77344),FALSE,2650133.4374,2712029.789,1351671.6252,1334910.074
F24,240,240,IND,6th Av - Culver,7 Av,Bk,FALSE,F G,Subway,Northbound,Southbound,1,1,1,NA,POINT (-73.980305 40.666271),FALSE,1576838.6134,1590468.1738,677240.0048,660093.5892
617,375,375,IRT,Pelham,Cypress Av,Bx,FALSE,6,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.914042 40.805368),FALSE,277874.4644,270319.3074,86821.7058,80495.029
A18,156,156,IND,8th Av - Fulton St,103 St,M,FALSE,C B,Subway,Uptown,Downtown,0,0,0,NA,POINT (-73.961454 40.796092),FALSE,557122.1658,555357.521,333985.0148,329823.1542
H03,198,198,IND,Rockaway,Howard Beach-JFK Airport,Q,FALSE,A,At Grade,Manhattan,Rockaways,1,1,1,NA,POINT (-73.830301 40.660476),FALSE,435302.7808,319526.087,194371.4664,153141.4518
244,356,356,IRT,Nostrand,Church Av,Bk,FALSE,2 5,Subway,Manhattan,Flatbush,1,1,1,NA,POINT (-73.949575 40.650843),FALSE,1015454.2422,979356.3748,426981.4396,405070.3984
710,454,616,IRT,Flushing,74 St-Broadway,Q,FALSE,7,Elevated,Outbound,Manhattan,1,1,1,NA,POINT (-73.891394 40.746848),FALSE,9030830.6308,8734818.4308,3795942.5656,3567542.22
J24,91,91,BMT,Jamaica,Alabama Av,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.898654 40.676992),FALSE,176021.0098,165822.536,18075.915,19032.1798
L21,131,131,BMT,Canarsie,Bushwick Av-Aberdeen St,Bk,FALSE,L,Subway,Manhattan,Outbound,0,0,0,NA,POINT (-73.905249 40.682829),FALSE,280203.3816,268813.9784,121889.4962,114690.295
R32,28,28,BMT,4th Av,Union St,Bk,FALSE,R,Subway,Manhattan,Southbound,0,0,0,NA,POINT (-73.98311 40.677316),FALSE,953184.722,955628.8286,446226.7954,433712.6664
631,402,610,IRT,Lexington Av,Grand Central-42 St,M,TRUE,4 5 6,Subway,Uptown,Downtown,1,1,1,NA,POINT (-73.976848 40.751776),TRUE,20169994.4256,19506443.1046,9902305.0934,9121940.8972
J16,84,84,BMT,Jamaica,85 St-Forest Pkwy,Q,FALSE,J,Elevated,Jamaica,Manhattan,0,0,0,NA,POINT (-73.86001 40.692435),FALSE,328147.2684,348836.496,141281.1384,137427.0008
B08,223,223,IND,63rd St,Lexington Av/63 St,M,FALSE,F Q,Subway,Uptown & Queens,Downtown,1,1,1,NA,POINT (-73.966113 40.764629),FALSE,2128840.8528,2217856.8892,800563.6662,826955.9232
R27,23,635,BMT,Broadway,Whitehall St-South Ferry,M,TRUE,R W,Subway,Uptown,Downtown,0,0,0,NA,POINT (-74.012994 40.703087),TRUE,3895218.729,3795948.5928,2393643.6222,2191488.4344
217,430,430,IRT,Lenox - White Plains Rd,Simpson St,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,1,1,1,NA,POINT (-73.893064 40.824073),FALSE,702894.398,691258.6086,219064.159,212695.5012
L27,136,136,BMT,Canarsie,New Lots Av,Bk,FALSE,L,Elevated,Manhattan,Canarsie,0,0,0,NA,POINT (-73.899232 40.658733),FALSE,333282.3346,307541.9692,111614.3254,98249.6444
210,423,423,IRT,Lenox - White Plains Rd,Allerton Av,Bx,FALSE,2 5,Elevated,Northbound,Manhattan,0,0,0,NA,POINT (-73.867352 40.865462),FALSE,397732.2942,387218.243,142706.3644,133334.0198
F36,251,251,IND,6th Av - Culver,Avenue U,Bk,FALSE,F,Elevated,Manhattan,Coney Island,0,0,0,NA,POINT (-73.973357 40.596063),FALSE,171574.6558,160925.9374,54056.905,50607.4284
416,391,391,IRT,Jerome Av,138 St-Grand Concourse,Bx,FALSE,4 5,Subway,Northbound,Manhattan,0,0,0,NA,POINT (-73.929849 40.813224),FALSE,378363.6234,380959.876,155021.9446,151881.098
B20,67,67,BMT,West End,20 Av,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.998168 40.604556),FALSE,608358.156,593490.3612,257997.766,245872.0788
B13,60,60,BMT,West End,Fort Hamilton Pkwy,Bk,FALSE,D,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.994304 40.640914),FALSE,446398.7974,443737.9912,138387.3354,131814.8172
F25,241,241,IND,6th Av - Culver,15 St-Prospect Park,Bk,FALSE,F G,Subway,Northbound,Southbound,0,0,0,NA,POINT (-73.979493 40.660365),FALSE,755438.4746,752279.7034,335847.5156,326715.6824
138,328,328,IRT,Broadway - 7Av,WTC Cortlandt,M,TRUE,1,Subway,Uptown,Downtown,1,1,1,NA,POINT (-74.012188 40.711835),TRUE,2115622.0872,2025698.8376,1571852.0414,1403092.508
G26,283,283,IND,Crosstown,Greenpoint Av,Bk,FALSE,G,Subway,Queens,Southbound,1,1,1,NA,POINT (-73.954449 40.731352),FALSE,1202002.0874,1226789.2912,506943.4446,528667.0092
L06,119,119,BMT,Canarsie,1 Av,M,TRUE,L,Subway,West Side,Brooklyn,1,1,1,NA,POINT (-73.981628 40.730953),TRUE,3546561.3764,3571968.8824,1425717.9004,1529057.1806
D40,55,55,BMT,Broadway - Brighton,Brighton Beach,Bk,FALSE,B Q,Elevated,Manhattan,Southbound,0,0,0,NA,POINT (-73.961376 40.577621),FALSE,1426537.5812,1410896.5389999999,374300.3586,350645.1464
R04,3,3,BMT,Astoria,30 Av,Q,FALSE,N W,Elevated,Astoria,Manhattan,0,0,0,NA,POINT (-73.921479 40.766779),FALSE,1740390.3616,1726581.31,1078017.3428,1050408.3838
402,379,379,IRT,Jerome Av,Mosholu Pkwy,Bx,FALSE,4,Elevated,Woodlawn,Manhattan,1,1,1,NA,POINT (-73.884655 40.87975),FALSE,784833.4116,785411.8066,249169.7692,243819.7894
H11,209,209,IND,Rockaway,Far Rockaway-Mott Av,Q,FALSE,A,Viaduct,Manhattan,Last Stop,1,1,1,NA,POINT (-73.755405 40.603995),FALSE,355440.967,314883.4204,94319.6756,80829.868
601,360,360,IRT,Pelham,Pelham Bay Park,Bx,FALSE,6,Elevated,Last Stop,Manhattan,1,1,1,NA,POINT (-73.828121 40.852462),FALSE,647149.9582,602288.013,217098.8362,197006.595
613,371,371,IRT,Pelham,Hunts Point Av,Bx,FALSE,6,Subway,Northbound,Manhattan,1,1,1,NA,POINT (-73.890549 40.820948),FALSE,1055587.8066,982620.2192,325549.771,301481.5166
S27,505,505,SIR,Staten Island,Grasmere,SI,FALSE,SIR,Open Cut,Ferry,South Shore,0,0,0,NA,POINT (-74.084087 40.603117),FALSE,0,0,0,0
J20,87,87,BMT,Jamaica,Crescent St,Bk,FALSE,J Z,Elevated,Outbound,Manhattan,0,0,0,NA,POINT (-73.873785 40.683194),FALSE,347332.5914,362453.7732,111815.3604,109721.1834
A64,194,194,IND,Liberty Av,111 St,Q,FALSE,A,Elevated,Manhattan,Ozone Park,0,0,0,NA,POINT (-73.832163 40.684331),FALSE,215225.632,206888.8368,116230.8914,107243.8718
